observed,lower,mean,upper,current_parcel,parcel_type,idx
0.34189836401845497,0.26296915594646597,0.3106281356292453,0.35828711531202456,LH_Default_PFC_24,activated,29
0.3460437019001552,0.2639739048700284,0.3109654545737928,0.3579570042775571,LH_Default_pCunPCC_10,activated,30
0.3430826291205345,0.2659725975569439,0.3126725025152373,0.3593724074735306,RH_Cont_PFCl_9,activated,31
0.34484020734678306,0.26609757809336104,0.3126246593440568,0.3591517405947526,RH_SomMot_9,deactivated,32
0.3416291576889573,0.2697048399855539,0.3145640335107332,0.3594232270359125,LH_SalVentAttn_FrOperIns_3,activated,33
0.3392066604570035,0.2702186216221848,0.3155822145070346,0.3609458073918844,RH_Default_PFCdPFCm_12,activated,34
0.3477709641764625,0.2723882301818565,0.3179154226894645,0.3634426151970725,RH_SalVentAttn_PFCl_1,activated,35
0.3435811285071374,0.27400830700174456,0.3170214439146084,0.36003458082747225,RH_SalVentAttn_Med_4,activated,36
0.33776266160811136,0.2751578252886079,0.3170694742053848,0.3589811231221617,LH_Cont_PFCl_4,activated,37
0.3336177486746803,0.2740495675246992,0.3181287470841335,0.3622079266435677,RH_Cont_PFCl_3,activated,38
0.3466212004139807,0.27328945169402064,0.31862875007710856,0.3639680484601965,RH_Cont_Par_3,activated,39
0.3446419939459773,0.2745269011018859,0.31845864111205435,0.3623903811222228,RH_Cont_PFCl_13,activated,40
0.3484459764049373,0.27790556097603386,0.3197440214537586,0.3615824819314833,LH_Default_Par_7,activated,41
0.3444535173160709,0.2769751886256946,0.3202112633216824,0.36344733801767015,LH_Cont_pCun_1,activated,42
0.3446651919365851,0.27907981199849463,0.3214283689872286,0.36377692597596256,RH_Cont_PFCmp_1,activated,43
0.34765127062135304,0.2778375320115337,0.32037392627954325,0.3629103205475528,LH_DorsAttn_Post_13,activated,44
0.3509426333144316,0.2788360039750773,0.3215742280974853,0.3643124522198932,LH_Default_pCunPCC_3,deactivated,45
0.35189860133266515,0.2781163144489878,0.3218433588843517,0.3655704033197155,RH_Cont_PFCv_1,activated,46
0.3549798413675591,0.2804513113945317,0.3223757163444876,0.3643001212944435,RH_Default_Par_5,activated,47
0.35622665563701233,0.2778581915229309,0.321095027507018,0.3643318634911051,RH_Cont_PFCl_12,activated,48
0.35453335261568203,0.2790763827454984,0.32116492797204,0.3632534731985816,LH_SalVentAttn_FrOperIns_7,activated,49
0.3505555181284653,0.2807247007550116,0.322997685890839,0.3652706710266664,LH_Cont_OFC_1,activated,50
0.3559515378061589,0.2791243472511013,0.3219538203660504,0.3647832934809995,RH_Vis_22,deactivated,51
0.3562478274409811,0.2805177700455492,0.3230486969807609,0.3655796239159727,LH_Vis_2,deactivated,52
0.35506929870467696,0.2822032432829809,0.32252830084316964,0.3628533584033584,RH_Cont_Temp_1,activated,53
0.3437658819912526,0.28219663135807005,0.3233066424846059,0.3644166536111417,LH_Cont_PFCl_5,activated,54
0.3414843148754481,0.2798907657480685,0.3230985146591779,0.3663062635702873,RH_Default_Par_4,activated,55
0.35529973749878896,0.28024661827552666,0.3236308709657012,0.3670151236558757,LH_Default_PFC_2,deactivated,56
0.3585551874193651,0.2813234440514385,0.323135019505042,0.3649465949586455,RH_SomMot_11,deactivated,57
0.3684452604880433,0.2808213266213327,0.3228122710462877,0.36480321547124267,RH_SalVentAttn_FrOperIns_8,activated,58
0.3661472660491397,0.2813827721279088,0.3229905413418517,0.36459831055579456,RH_SomMot_12,deactivated,59
0.3690899806125681,0.2829636693206171,0.3234732665356224,0.3639828637506276,RH_Vis_2,deactivated,60
