observed,lower,mean,upper,current_parcel,parcel_type,idx
0.2350069238580905,0.1865911263063571,0.2301501868237564,0.2737092473411557,LH_DorsAttn_Post_13,activated,44
0.2348006454402997,0.18743466285060575,0.2275537298777875,0.2676727969049693,LH_Default_pCunPCC_3,deactivated,45
0.22655407111000184,0.1861020855024061,0.22859998132537535,0.27109787714834466,RH_Cont_PFCv_1,activated,46
0.2389290314074394,0.18498114298081456,0.22843730576597615,0.27189346855113783,RH_Default_Par_5,activated,47
0.23301170487019626,0.18486134490502426,0.2286062096728028,0.2723510744405813,RH_Cont_PFCl_12,activated,48
0.23186160056037156,0.18401973269171695,0.22853952976322545,0.27305932683473394,LH_SalVentAttn_FrOperIns_7,activated,49
0.23623950547670997,0.18217180861608168,0.2263674178971467,0.2705630271782117,LH_Cont_OFC_1,activated,50
0.2363963616648401,0.18433097162825432,0.22769294602892315,0.271054920429592,RH_Vis_22,deactivated,51
0.24914235666344875,0.18578065357072807,0.2283497525495205,0.2709188515283129,LH_Vis_2,deactivated,52
0.244045130534104,0.18427242737902166,0.2264447225149475,0.2686170176508733,RH_Cont_Temp_1,activated,53
0.2445950379361428,0.1843581786489204,0.22700764217872346,0.2696571057085265,LH_Cont_PFCl_5,activated,54
0.2442110530833376,0.18454340746102965,0.22732083477256215,0.2700982620840947,RH_Default_Par_4,activated,55
0.24051246270259574,0.18511065880682792,0.2266157653256168,0.26812087184440564,LH_Default_PFC_2,deactivated,56
0.2393168704507332,0.18205083471877884,0.22595246116005285,0.26985408760132684,RH_SomMot_11,deactivated,57
0.2432806306905249,0.18544591172393052,0.2277784367692252,0.27011096181451977,RH_SalVentAttn_FrOperIns_8,activated,58
0.24154484531480294,0.1821910978320147,0.22582961069579824,0.2694681235595818,RH_SomMot_12,deactivated,59
