"network","es"
"SMhand",-0.347626530784178
"SMhand",-0.32530413051473
"SMhand",-0.370869814753262
"SMhand",-0.406031908354096
"SMhand",-0.405125877086498
"SMhand",-0.436888933922162
"SMhand",-0.423481574290474
"SMhand",-0.362830549492414
"SMhand",-0.299805882738033
"SMhand",-0.39804973733415
"SMhand",-0.37928452841456
"SMhand",-0.387452186183643
"SMhand",-0.398883734133793
"SMhand",-0.350299166207099
"SMhand",-0.225041274496712
"SMhand",-0.213293007417558
"SMhand",-0.189667406533266
"SMhand",-0.156962257768629
"SMhand",-0.143356510388239
"SMhand",-0.159760463152044
"SMhand",-0.168923932477654
"SMhand",-0.293848435443233
"SMhand",-0.267181956739537
"SMhand",-0.245969850917918
"SMhand",-0.22354840482059
"SMhand",-0.223502478481608
"SMhand",-0.247483293080014
"SMhand",-0.239954023644051
"SMhand",-0.242716135127577
"SMhand",-0.214524787405823
"SMhand",-0.218527331831271
"SMhand",-0.238661074439725
"SMhand",-0.200577552417082
"SMhand",-0.212698756888401
"SMhand",-0.181673947148927
"SMhand",-0.168766609938111
"SMhand",-0.189236297567914
"SMhand",-0.148227687598697
"SMhand",-0.161661703390417
"SMhand",-0.16516195113972
"SMhand",-0.0735307948159488
"SMhand",-0.135868129926233
"SMhand",-0.0961513555448173
"SMhand",-0.110103265363643
"SMhand",-0.133432632568607
"SMhand",-0.172837998326903
"SMhand",-0.190882125036559
"SMhand",-0.17871290099569
"SMhand",-0.149360668766393
"SMhand",-0.194473630233642
"SMhand",-0.235538791311567
"SMhand",-0.223633865948358
"SMhand",-0.227494074661794
"SMhand",-0.182618166505943
"SMhand",-0.181519557580559
"SMhand",-0.19763695949758
"SMhand",-0.222175582448507
"SMhand",-0.259127324783848
"SMhand",-0.276276964169646
"SMhand",-0.278655176784088
"SMhand",-0.208794375074378
"SMhand",-0.237602889258453
"SMhand",-0.252638778312594
"SMhand",-0.254573920162752
"SMhand",-0.261909837084495
"SMhand",-0.293968448574521
"SMhand",-0.325945301146428
"SMhand",-0.32937950158741
"SMhand",-0.309515412900246
"SMhand",-0.220756984749722
"SMhand",-0.234166947741453
"SMhand",-0.258602226095922
"SMhand",-0.275691330827221
"SMhand",-0.29840053537291
"SMhand",-0.322386096501687
"SMhand",-0.332656916147474
"SMhand",-0.347478462350066
"SMhand",-0.369620679989346
"SMhand",-0.366751569184225
"SMhand",-0.355918886044981
"SMhand",-0.339759986180131
"SMhand",-0.216303879008156
"SMhand",-0.250653335019845
"SMhand",-0.279157765053597
"SMhand",-0.307197914326923
"SMhand",-0.31731380421229
"SMhand",-0.321205411819499
"SMhand",-0.329761045263525
"SMhand",-0.357213405054131
"SMhand",-0.381854636559158
"SMhand",-0.40187470808866
"SMhand",-0.41641629661281
"SMhand",-0.426086523954598
"SMhand",-0.4040724212951
"SMhand",-0.362329090903665
"SMhand",-0.243961092554124
"SMhand",-0.248786001709101
"SMhand",-0.262207451873506
"SMhand",-0.288222757899219
"SMhand",-0.338666813305205
"SMhand",-0.392110227052545
"SMhand",-0.401114161721859
"SMhand",-0.383336459619117
"SMhand",-0.382631733667816
"SMhand",-0.394552688731769
"SMhand",-0.416679821334104
"SMhand",-0.441928954986494
"SMhand",-0.46770175675341
"SMhand",-0.463072905566815
"SMhand",-0.408762711371592
"SMhand",-0.329946012807627
"SMhand",-0.324046667548537
"SMhand",-0.302302799106571
"SMhand",-0.304763336623137
"SMhand",-0.329628952585611
"SMhand",-0.366923989342434
"SMhand",-0.397560672840721
"SMhand",-0.428092577378269
"SMhand",-0.433603515384275
"SMhand",-0.419064496422355
"SMhand",-0.423991215542037
"SMhand",-0.434828176504073
"SMhand",-0.450386933525554
"SMhand",-0.478954352216479
"SMhand",-0.464909933246532
"SMhand",-0.429895453496578
"SMhand",-0.335149750507494
"SMhand",-0.358641535164693
"SMhand",-0.344200529137508
"SMhand",-0.343745256966524
"SMhand",-0.349444803030513
"SMhand",-0.374123634440688
"SMhand",-0.38767210220221
"SMhand",-0.400329444651314
"SMhand",-0.42644529321612
"SMhand",-0.438563933590611
"SMhand",-0.442989599782452
"SMhand",-0.465905231069689
"SMhand",-0.474935220951278
"SMhand",-0.456769653875402
"SMhand",-0.476906720820662
"SMhand",-0.443618155953261
"SMhand",-0.332152268005683
"SMhand",-0.35171024979492
"SMhand",-0.354804362795653
"SMhand",-0.362250186461306
"SMhand",-0.349273609788344
"SMhand",-0.355559892655916
"SMhand",-0.384425289072615
"SMhand",-0.423578034150452
"SMhand",-0.44912326736073
"SMhand",-0.491978915287142
"SMhand",-0.536609076085379
"SMhand",-0.530170816722682
"SMhand",-0.483696720958887
"SMhand",-0.437396481406156
"SMhand",-0.419866958279586
"SMhand",-0.411503623376145
"SMhand",-0.411253322057195
"SMhand",-0.417049509719275
"SMhand",-0.380606004915359
"SMhand",-0.366224728996121
"SMhand",-0.395008742143683
"SMhand",-0.451390213207244
"SMhand",-0.506726554048493
"SMhand",-0.534439434413057
"SMhand",-0.569958868199937
"SMhand",-0.565097863537106
"SMhand",-0.516210924694868
"SMhand",-0.439236498648688
"SMhand",-0.458574269056177
"SMhand",-0.432172053986517
"SMhand",-0.42259182557163
"SMhand",-0.421343574757338
"SMhand",-0.423788853569743
"SMhand",-0.438063833638985
"SMhand",-0.433403289296698
"SMhand",-0.406109630079133
"SMhand",-0.432493285368731
"SMhand",-0.477317128040899
"SMhand",-0.508842960954698
"SMhand",-0.531808024344575
"SMhand",-0.543491506690004
"SMhand",-0.528974437496244
"SMhand",-0.485283581358186
"SMhand",-0.409050099658148
"SMhand",-0.338760801774439
"SMhand",-0.329117753590698
"SMhand",-0.352406700134137
"SMhand",-0.355226114196053
"SMhand",-0.40314511179959
"SMhand",-0.438780301718747
"SMhand",-0.483476495086773
"SMhand",-0.521640861350482
"SMhand",-0.512453102293313
"SMhand",-0.479238670475706
"SMhand",-0.432652666278786
"SMhand",-0.363002959898432
"SMhand",-0.327192120115516
"SMhand",-0.295673710359914
"SMhand",-0.290567416055907
"SMhand",-0.298553826738729
"SMhand",-0.30861253539859
"SMhand",-0.352624128209089
"SMhand",-0.36493219912364
"SMhand",-0.377538861720065
"SMhand",-0.392357619260945
"SMhand",-0.408965659842291
"SMhand",-0.450779921846026
"SMhand",-0.467858343613834
"SMhand",-0.433907042537991
"SMhand",-0.404694296554973
"SMhand",-0.352358958936233
"SMhand",-0.332846743391532
"SMhand",-0.325377457153029
"SMhand",-0.320047508629843
"SMhand",-0.278741424637605
"SMhand",-0.285297152922064
"SMhand",-0.277599254090225
"SMhand",-0.299621033940436
"SMhand",-0.314895415343712
"SMhand",-0.322447571321796
"SMhand",-0.348567504667375
"SMhand",-0.350922620571055
"SMhand",-0.38055864892717
"SMhand",-0.428143936339439
"SMhand",-0.42223592868899
"SMhand",-0.380223541244252
"SMhand",-0.363690664165965
"SMhand",-0.338123495324991
"SMhand",-0.331687251852676
"SMhand",-0.283958845687027
"SMhand",-0.319603294543879
"SMhand",-0.311033241465436
"SMhand",-0.265786367293324
"SMhand",-0.266543297711273
"SMhand",-0.289814208768903
"SMhand",-0.286820518572005
"SMhand",-0.298778672092837
"SMhand",-0.29578283649961
"SMhand",-0.308055656796115
"SMhand",-0.318974979356169
"SMhand",-0.351183314126395
"SMhand",-0.396714579191062
"SMhand",-0.402369139994444
"SMhand",-0.350426384426786
"SMhand",-0.336306138341426
"SMhand",-0.346138319954036
"SMhand",-0.353763998602306
"SMhand",-0.330455671845815
"SMhand",-0.296902209793491
"SMhand",-0.306592585478833
"SMhand",-0.288476609823151
"SMhand",-0.267824495033216
"SMhand",-0.2939974770832
"SMhand",-0.315457611665697
"SMhand",-0.332043869873012
"SMhand",-0.312729523045997
"SMhand",-0.298414582915883
"SMhand",-0.310103852126918
"SMhand",-0.332695419078919
"SMhand",-0.370210306453346
"SMhand",-0.370094578047802
"SMhand",-0.345930379228652
"SMhand",-0.336375483598528
"SMhand",-0.357944515743516
"SMhand",-0.367171315965183
"SMhand",-0.378370031028364
"SMhand",-0.316039206951399
"SMhand",-0.301696468584584
"SMhand",-0.271048062903238
"SMhand",-0.26232077225545
"SMhand",-0.305585064463199
"SMhand",-0.323931743648154
"SMhand",-0.327244200296419
"SMhand",-0.328532836124023
"SMhand",-0.331499132855895
"SMhand",-0.33631689827319
"SMhand",-0.353973726099459
"SMhand",-0.360586924673381
"SMhand",-0.359280284686938
"SMhand",-0.352088686864109
"SMhand",-0.339731047186433
"SMhand",-0.359756225833957
"SMhand",-0.362828858359187
"SMhand",-0.367608701205186
"SMhand",-0.319857420674672
"SMhand",-0.281485135247458
"SMhand",-0.281651673706495
"SMhand",-0.268679271976519
"SMhand",-0.330920272132101
"SMhand",-0.346899675415812
"SMhand",-0.319370387099755
"SMhand",-0.295389867105616
"SMhand",-0.320257682433848
"SMhand",-0.358596012871876
"SMhand",-0.381422734746005
"SMhand",-0.372734226162387
"SMhand",-0.351884041510068
"SMhand",-0.351124549474256
"SMhand",-0.358730881268114
"SMhand",-0.367554359268062
"SMhand",-0.376170407526717
"SMhand",-0.369351156780455
"SMhand",-0.317567015166409
"SMhand",-0.240867427936341
"SMhand",-0.265832122271675
"SMhand",-0.308709857284608
"SMhand",-0.360262085306407
"SMhand",-0.340646897256954
"SMhand",-0.288526911145441
"SMhand",-0.287527941780461
"SMhand",-0.309809876983722
"SMhand",-0.34714186142089
"SMhand",-0.376600945070169
"SMhand",-0.359409764010608
"SMhand",-0.350790920182144
"SMhand",-0.366851376232719
"SMhand",-0.37468910813189
"SMhand",-0.360816888625132
"SMhand",-0.343364121822134
"SMhand",-0.307119902690384
"SMhand",-0.294628946289454
"SMhand",-0.337464640877206
"SMhand",-0.335113474831096
"SMhand",-0.300960782747713
"SMhand",-0.296426408864092
"SMhand",-0.310788818004484
"SMhand",-0.330726908225325
"SMhand",-0.346905268072267
"SMhand",-0.34314712766749
"SMhand",-0.359556296311192
"SMhand",-0.409921640505131
"SMhand",-0.419422417258367
"SMhand",-0.390930032546696
"SMhand",-0.344066090945484
"SMhand",-0.328516787426746
"SMhand",-0.338032482038006
"SMhand",-0.329509753684415
"SMhand",-0.32184799152842
"SMhand",-0.337446824553957
"SMhand",-0.350845631231532
"SMhand",-0.364812421184034
"SMhand",-0.364145899434408
"SMhand",-0.387297631350763
"SMhand",-0.444065305122934
"SMhand",-0.436240318945173
"SMhand",-0.400019577798997
"SMhand",-0.36055626329797
"SMhand",-0.347069660604641
"SMhand",-0.360074128486662
"SMhand",-0.371432364749429
"SMhand",-0.362938140603369
"SMhand",-0.380580920407
"SMhand",-0.410828549341881
"SMhand",-0.441145870580234
"SMhand",-0.409742526541688
"SMhand",-0.370463592985458
"SMhand",-0.350310026158725
"SMhand",-0.360133110700314
"SMhand",-0.396657947842893
"SMhand",-0.398639618310517
"SMhand",-0.373290664929577
"SMhand",-0.347181582439519
"SMhand",-0.339589175625991
"SMhand",-0.321224629822761
"SMhand",-0.222613461438541
"SMhand",-0.179955462716707
"SMhand",-0.203511587439892
"SMhand",-0.219805796875795
"SMhand",-0.174736862300286
"SMhand",-0.176096887507685
"SMhand",-0.204951213444088
"SMhand",-0.256360349844758
"SMhand",-0.254115742136971
"SMhand",-0.220848410558418
"SMhand",-0.206393084729587
"SMhand",-0.220604837603866
"SMhand",-0.250018025883729
"SMhand",-0.271403718569164
"SMhand",-0.289106895176562
"SMhand",-0.282846359313751
"SMhand",-0.27096547956948
"SMhand",-0.262546773149292
"SMhand",-0.267589974508951
"SMhand",-0.279743999056204
"SMhand",-0.263694267533856
"SMhand",-0.278436012443426
"SMhand",-0.293689298837282
"SMhand",-0.307029225668742
"SMhand",-0.332585879868169
"SMhand",-0.328566857029144
"SMhand",-0.323263811674416
"SMhand",-0.309377398099577
"SMhand",-0.304495316661867
"SMhand",-0.304470381574435
"SMhand",-0.320173579170186
"SMhand",-0.311217263412914
"SMhand",-0.330998993169624
"SMhand",-0.345882601574279
"SMhand",-0.365414369948967
"SMhand",-0.363444045029516
"SMhand",-0.320783381710487
"SMhand",-0.284501418352379
"SMhand",-0.256556112616338
"SMhand",-0.271184979096447
"SMhand",-0.300769288455025
"SMhand",-0.387825839849672
"SMhand",-0.386569762519432
"SMhand",-0.364758637105695
"SMhand",-0.349592092235719
"SMhand",-0.333833478162942
"SMhand",-0.303391933028451
"SMhand",-0.252726996409805
"SMhand",-0.265392585931139
"SMhand",-0.320022711242389
"SMhand",-0.317898843814936
"SMhand",-0.273230357325818
"SMhand",-0.380115330821821
"SMhand",-0.348885871579904
"SMhand",-0.328129722105336
"SMhand",-0.308695537327404
"SMhand",-0.255654378068659
"SMhand",-0.230022635376356
"SMhand",-0.275473748352719
"SMhand",-0.287635616557553
"SMhand",-0.255254305574359
"SMhand",-0.33664404946066
"SMhand",-0.309561525667256
"SMhand",-0.27135679597676
"SMhand",-0.227773764830495
"SMhand",-0.210540971818237
"SMhand",-0.219357484398743
"SMhand",-0.214956779775456
"SMhand",-0.270121001652688
"SMhand",-0.244742287156667
"SMhand",-0.17313188797791
"SMhand",-0.171948393952621
"SMhand",-0.167805687574497
"SMhand",-0.175945519379401
"SMhand",-0.175931344936339
"SMhand",-0.139458195377305
"SMhand",-0.103058588195595
"SMhand",-0.0938038300666522
"SMhand",-0.179816788060389
"SMhand",-0.165760380042175
"SMhand",-0.155435075725191
"SMhand",-0.143391226408058
"SMhand",-0.357814625891118
"SMhand",-0.260452953207907
"SMhand",-0.185871283072241
"SMhand",-0.358199502493412
"SMhand",-0.338291868328953
"SMhand",-0.280663034817076
"SMhand",-0.240446759596565
"SMhand",-0.221092745571309
"SMhand",-0.305599158627088
"SMhand",-0.320369029840023
"SMhand",-0.31732743495282
"SMhand",-0.304206826089742
"SMhand",-0.285738404054447
"SMhand",-0.286285290649882
"SMhand",-0.243941539983225
"SMhand",-0.224635947119555
"SMhand",-0.278367920141068
"SMhand",-0.285438606036683
"SMhand",-0.283948946818527
"SMhand",-0.299532919769743
"SMhand",-0.288765255570278
"SMhand",-0.278215960039657
"SMhand",-0.204171591760627
"SMhand",-0.144623338876949
"SMhand",-0.131443085813921
"SMhand",-0.148500825510957
"SMhand",-0.201012633577976
"SMhand",-0.244626333111558
"SMhand",-0.246666822511784
"SMhand",-0.250647625611281
"SMhand",-0.255094394620778
"SMhand",-0.25404109473632
"SMhand",-0.264342485201609
"SMhand",-0.237615823458036
"SMhand",-0.206759703783654
"SMhand",-0.218881006998943
"SMhand",-0.223047020057759
"SMhand",-0.11506790618982
"SMhand",-0.117342873232305
"SMhand",-0.193929369358895
"SMhand",-0.220003559590756
"SMhand",-0.222166378385016
"SMhand",-0.225726891816188
"SMhand",-0.219559381162832
"SMhand",-0.223044741980024
"SMhand",-0.263063906538365
"SMhand",-0.266246019957563
"SMhand",-0.22268643656052
"SMhand",-0.229252495418158
"SMhand",-0.254685262239011
"SMhand",-0.189145793266388
"SMhand",-0.112507660570156
"SMhand",-0.121684444747741
"SMhand",-0.172515583411496
"SMhand",-0.192223403083304
"SMhand",-0.190857671153119
"SMhand",-0.194349836138657
"SMhand",-0.192926603523021
"SMhand",-0.201878397749794
"SMhand",-0.236936819428881
"SMhand",-0.24855591249259
"SMhand",-0.240772210431622
"SMhand",-0.233635367933392
"SMhand",-0.228546141705315
"SMhand",-0.176905128195852
"SMhand",-0.129295573660262
"SMhand",-0.151371733434747
"SMhand",-0.16585142777887
"SMhand",-0.156094306759774
"SMhand",-0.137173308355532
"SMhand",-0.140034367921644
"SMhand",-0.147889310284965
"SMhand",-0.143239230808702
"SMhand",-0.178614467070949
"SMhand",-0.197802557064446
"SMhand",-0.234850091503244
"SMhand",-0.285848544538591
"SMhand",-0.266342311052759
"SMhand",-0.226545116581592
"SMhand",-0.184768147118469
"SMhand",-0.171353105318948
"SMhand",-0.201948013398323
"SMhand",-0.187501845036832
"SMhand",-0.142930133683212
"SMhand",-0.112132928005699
"SMhand",-0.105720711977328
"SMhand",-0.104873706970644
"SMhand",-0.110414666740797
"SMhand",-0.145647550573808
"SMhand",-0.176796680586269
"SMhand",-0.22805532332964
"SMhand",-0.264557762811028
"SMhand",-0.231146574658529
"SMhand",-0.216777465015044
"SMhand",-0.174685036203411
"SMhand",-0.0941011385512292
"SMhand",-0.210980680956812
"SMhand",-0.228265163511951
"SMhand",-0.202827024289412
"SMhand",-0.158587529427648
"SMhand",-0.115411590547
"SMhand",-0.0959241954130957
"SMhand",-0.0940914291264411
"SMhand",-0.112992713730412
"SMhand",-0.14711170377546
"SMhand",-0.165460751341108
"SMhand",-0.198862371983312
"SMhand",-0.22161177536946
"SMhand",-0.188723224648387
"SMhand",-0.1631879895735
"SMhand",-0.13024415329903
"SMhand",-0.115067103322163
"SMhand",-0.201227822987075
"SMhand",-0.179009354985109
"SMhand",-0.173219669576554
"SMhand",-0.166417033924446
"SMhand",-0.134363274725002
"SMhand",-0.107008860204965
"SMhand",-0.103623376383632
"SMhand",-0.12111822796222
"SMhand",-0.135616074279875
"SMhand",-0.144476364994755
"SMhand",-0.169468639344121
"SMhand",-0.182154521593384
"SMhand",-0.151716279953026
"SMhand",-0.160345878416825
"SMhand",-0.160838974823013
"SMhand",-0.153576863909086
"SMhand",-0.138140780003192
"SMhand",-0.153957226854586
"SMhand",-0.16237501569417
"SMhand",-0.139141780148279
"SMhand",-0.104199405922679
"SMhand",-0.0767037709597592
"SMhand",-0.0914572156655553
"SMhand",-0.11743139161203
"SMhand",-0.137927665930828
"SMhand",-0.155266066709479
"SMhand",-0.148222034769278
"SMhand",-0.141517360381095
"SMhand",-0.156867109120675
"SMhand",-0.108383387394932
"SMhand",-0.107410193303216
"SMhand",-0.139255172295351
"SMhand",-0.144176339350534
"SMhand",-0.123085648629885
"SMhand",-0.110638410591573
"SMhand",-0.0790388295037186
"SMhand",-0.0897097160519817
"SMhand",-0.109746038342507
"SMhand",-0.115641449890652
"SMhand",-0.108576430592841
"SMhand",-0.0928892960701841
"SMhand",-0.0823514036176641
"SMhand",-0.0924688228148074
"SMhand",-0.10654066321008
"SMhand",-0.129632531769318
"SMhand",-0.12870196263125
"SMhand",-0.133809808885916
"SMhand",-0.132013959648832
"SMhand",-0.103507961470511
"SMhand",-0.0987435290633031
"SMhand",-0.0868520856345969
"SMhand",-0.066904406307908
"SMhand",-0.0474541607655893
"SMhand",-0.0255745595684028
"SMhand",-0.107136964576034
"SMhand",-0.114295789137686
"SMhand",-0.125705298440737
"SMhand",-0.134898340883872
"SMhand",-0.143564916606684
"SMhand",-0.13656691894954
"SMhand",-0.0948978842299991
"SMhand",-0.0662942823180303
"SMhand",-0.0337452211231059
"SMhand",-0.0141181761958189
"SMhand",0.0119708630455438
"SMhand",-0.11240373912046
"SMhand",-0.117387021188932
"SMhand",-0.127632789280091
"SMhand",-0.114501088461381
"SMhand",-0.112917468529563
"SMhand",-0.104026092270786
"SMhand",-0.067934030330402
"SMhand",-0.0242623798293789
"SMhand",-0.000664603662735022
"SMhand",0.0205004128167478
"SMhand",0.0401349597932466
"SMhand",-0.109671698159484
"SMhand",-0.117346664243256
"SMhand",-0.108461452917425
"SMhand",-0.078320742654279
"SMhand",-0.0664306750758633
"SMhand",-0.0567275329981069
"SMhand",-0.0412713664166806
"SMhand",-0.0214769022956982
"SMhand",-0.0039866236159621
"SMhand",0.0375340782795492
"SMhand",-0.121857794649173
"SMhand",-0.0950170596768431
"SMhand",-0.0896661387754021
"SMhand",-0.0735273858955389
"SMhand",-0.0690455020406735
"SMhand",-0.0590057302530589
"SMhand",-0.0355668347455419
"SMhand",-0.00289653452399773
"SMhand",-0.11282597773959
"SMhand",-0.0949360907458929
"SMhand",-0.079702246212391
"SMhand",-0.0725616676130588
"SMhand",-0.0487086913871189
"SMhand",-0.037346914259764
"SMhand",-0.00963265435358465
"SMhand",-0.0853750622816762
"SMhand",-0.0738594846756001
"SMhand",-0.0782213541633343
"SMhand",-0.0536821764317208
"SMhand",-0.0422713459790136
"SMhand",-0.026756669341319
"SMhand",-0.105301660029642
"SMhand",-0.11063901068658
"SMhand",-0.129022806800341
"SMhand",-0.122689944459032
"SMhand",-0.100278686435965
"SMhand",-0.0848401626216222
"SMhand",-0.129857998743237
"SMhand",-0.143969509566421
"SMhand",-0.169622659864585
"SMhand",-0.176554885020215
"SMhand",-0.155917225944109
"SMhand",-0.162894711699972
"SMhand",-0.0699134745487667
"SMhand",-0.0714478820266938
"SMhand",-0.0924128219588206
"SMhand",-0.122850022472377
"SMhand",-0.160296454812366
"SMhand",-0.175694997369593
"SMhand",-0.159352352695056
"SMhand",-0.126632178184291
"SMhand",-0.130701483852865
"SMhand",-0.153936546435367
"SMhand",-0.136011583447692
"SMhand",-0.0842455846973885
"SMhand",-0.0918985925572623
"SMhand",-0.0983188057953199
"SMhand",-0.106761780484409
"SMhand",-0.135677826837697
"SMhand",-0.161541709806612
"SMhand",-0.161550564618483
"SMhand",-0.15733718997091
"SMhand",-0.122913208700312
"SMhand",-0.121159316632139
"SMhand",-0.132372514368301
"SMhand",-0.122772944316736
"SMhand",-0.139945253210648
"SMhand",-0.126352185542422
"SMhand",-0.0749444873075084
"SMhand",-0.0842174877975001
"SMhand",-0.107018099579584
"SMhand",-0.106983117947181
"SMhand",-0.0987944441828478
"SMhand",-0.0983863755769555
"SMhand",-0.120374894026091
"SMhand",-0.128059760613768
"SMhand",-0.184673870375397
"SMhand",-0.173118264555661
"SMhand",-0.14575975304262
"SMhand",-0.139359466694747
"SMhand",-0.137302663003858
"SMhand",-0.139489695232428
"SMhand",-0.0966643043754419
"SMhand",-0.0659733945584475
"SMhand",-0.0782086207824102
"SMhand",-0.090572422830141
"SMhand",-0.0953123939688632
"SMhand",-0.096551343133276
"SMhand",-0.0924618020852869
"SMhand",-0.11143757294338
"SMhand",-0.104914514581332
"SMhand",-0.0946927943855782
"SMhand",-0.19552213696895
"SMhand",-0.157178775028017
"SMhand",-0.119246295816866
"SMhand",-0.136467967963623
"SMhand",-0.136765837436412
"SMhand",-0.079461372161014
"SMhand",-0.0470272011563667
"SMhand",-0.0583898845220524
"SMhand",-0.0875969933470959
"SMhand",-0.0726946567419317
"SMhand",-0.0740971148526038
"SMhand",-0.10030424050424
"SMhand",-0.113406381251472
"SMhand",-0.10715264952918
"SMhand",-0.107446364325013
"SMhand",-0.111885603134359
"SMhand",-0.139398701780461
"SMhand",-0.0960202029551023
"SMhand",-0.115759659330592
"SMhand",-0.112167618129464
"SMhand",-0.0701174337483295
"SMhand",-0.0397915424361035
"SMhand",-0.031492328141256
"SMhand",-0.0677532191824741
"SMhand",-0.0558374388278312
"SMhand",-0.0515841336863774
"SMhand",-0.0846899275207598
"SMhand",-0.121607845371563
"SMhand",-0.122899771203114
"SMhand",-0.144150967972882
"SMhand",-0.157159897118254
"SMhand",-0.136625373415083
"SMhand",-0.118710860042478
"SMhand",-0.12063958688601
"SMhand",-0.0999732381065562
"SMhand",-0.0693493743799039
"SMhand",-0.0476995336367244
"SMhand",-0.0422325488482009
"SMhand",-0.0316073857683937
"SMhand",-0.0481597957500105
"SMhand",-0.0535986452253963
"SMhand",-0.0823694728558325
"SMhand",-0.099772362074512
"SMhand",-0.110693425719249
"SMhand",-0.100933029001766
"SMhand",-0.0923340913098025
"SMhand",-0.13608016605889
"SMhand",-0.115632873252643
"SMhand",-0.0904648309302522
"SMhand",-0.0679781397372546
"SMhand",-0.0520217233373965
"SMhand",-0.0388016874128359
"SMhand",-0.0328742365924699
"SMhand",-0.0125311229309144
"SMhand",-0.0118781715935967
"SMhand",-0.0306356229704595
"SMhand",-0.0529350824144644
"SMhand",-0.0421245542151113
"SMhand",-0.0358618318457644
"SMhand",-0.100178372450755
"SMhand",-0.0604579753582494
"SMhand",-0.0241522959305747
"SMhand",-0.036919324953552
"SMhand",-0.0117630217428149
"SMhand",-0.0498090901124057
"SMhand",-0.0100829429115292
"SMhand",-0.0332569878898842
"SMhand",-0.0337381213370049
"SMhand",-0.0231187973149639
"SMhand",-0.0113689837714465
"SMhand",-0.0262910732127382
"SMhand",0.0247441280025611
"SMhand",0.0284591409931694
"SMhand",-0.00323736576269852
"SMhand",-0.0742783007008555
"SMhand",-0.036911289290526
"SMhand",-0.0273834432734448
"SMhand",-0.00714844394839178
"SMhand",-0.21742362668337
"SMhand",-0.210850903815096
"SMhand",-0.236725206565262
"SMhand",-0.243154708683091
"SMhand",-0.260641959943493
"SMhand",-0.27358687619824
"SMhand",-0.29532147453978
"SMhand",-0.290503681289514
"SMhand",-0.305688604168036
"SMhand",-0.31739685777023
"SMhand",-0.277263843945631
"SMhand",-0.324426452255093
"SMhand",-0.342053100270921
"SMhand",-0.330309316688507
"SMhand",-0.320440456147647
"SMhand",-0.319318048458787
"SMhand",-0.293082266904548
"SMhand",-0.269009026190039
"SMhand",-0.368602726542386
"SMhand",-0.357558664076138
"SMhand",-0.351319182776049
"SMhand",-0.341070406607502
"SMhand",-0.315090689165585
"SMhand",-0.29149144349375
"SMhand",-0.267702611116011
"SMhand",-0.366666739442012
"SMhand",-0.366356908593998
"SMhand",-0.361978178095626
"SMhand",-0.348503920523028
"SMhand",-0.308479195208586
"SMhand",-0.287205198648129
"SMhand",-0.394658264177412
"SMhand",-0.391108264262074
"SMhand",-0.376439298000259
"SMhand",-0.329948842180353
"SMhand",-0.317124203095644
"SMhand",-0.270076518800031
"SMhand",-0.411905659063915
"SMhand",-0.386270337244636
"SMhand",-0.353516151163224
"SMhand",-0.314956872488245
"SMhand",-0.2813760719638
"SMhand",-0.202305120517433
"SMhand",-0.369656326142981
"SMhand",-0.346225664701808
"SMhand",-0.296154708503536
"SMhand",-0.253826341050639
"SMhand",-0.20821933761009
"SMhand",-0.329302820844581
"SMhand",-0.286851554454047
"SMhand",-0.219461866600499
"SMhand",-0.180499653983591
"SMhand",-0.0751294090610886
"SMhand",0.00705364202337673
"SMhand",0.04323250818514
"SMhand",0.0484573460679162
"SMhand",0.0707280230585571
"SMhand",-0.136413808952926
"SMhand",-0.109189285535672
"SMhand",-0.0893337311504612
"SMhand",-0.0197636603847499
"SMhand",0.0290555504973325
"SMhand",0.0655814187818512
"SMhand",0.113182805791537
"SMhand",0.136189268279396
"SMhand",-0.0857599867170358
"SMhand",-0.114739146429485
"SMhand",-0.127782364685349
"SMhand",-0.113919384934318
"SMhand",-0.0913235307219444
"SMhand",-0.0191465562386468
"SMhand",0.0313784793393311
"SMhand",0.0895373935542324
"SMhand",0.149962813614755
"SMhand",0.173121716631793
"SMhand",-0.102169928810154
"SMhand",-0.10431508304028
"SMhand",-0.11260061921671
"SMhand",-0.110182890243092
"SMhand",-0.101643577768926
"SMhand",-0.0891983218824043
"SMhand",-0.0733215529913438
"SMhand",-0.0141595659252371
"SMhand",0.0358985782391319
"SMhand",0.0923466463381927
"SMhand",0.161689600178956
"SMhand",0.193031006925504
"SMhand",0.233079288705546
"SMhand",-0.189194976398865
"SMhand",-0.163780571554054
"SMhand",-0.120852210946782
"SMhand",-0.112983521430862
"SMhand",-0.139120146807365
"SMhand",-0.0951303997926222
"SMhand",-0.0594257950307329
"SMhand",-0.0547894638210458
"SMhand",0.00700699659375748
"SMhand",0.0570502054146639
"SMhand",0.111175030304105
"SMhand",0.162650372330634
"SMhand",0.215548376064346
"SMhand",0.272735475821351
"SMhand",0.329112379056093
"SMhand",-0.170907462193493
"SMhand",-0.189054181283378
"SMhand",-0.208097274559447
"SMhand",-0.191085751243178
"SMhand",-0.153100991146565
"SMhand",-0.150411911651621
"SMhand",-0.0946224286340599
"SMhand",-0.0329335920044999
"SMhand",-0.0414631259681426
"SMhand",0.0280467893437921
"SMhand",0.0898857238542824
"SMhand",0.147970241137879
"SMhand",0.192337218920963
"SMhand",0.262696561805204
"SMhand",0.331681851440168
"SMhand",0.389179928248439
"SMhand",-0.125882260421252
